,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Scholarship holder,Target
2329,0,0.0,6,0,1,0
2330,0,0.0,5,1,0,0
2331,0,0.0,6,1,0,0
2332,5,12.4,6,1,0,2
2333,0,0.0,0,1,1,0
2334,6,14.333333333333334,6,1,1,2
2335,6,11.166666666666666,6,1,1,2
2336,5,11.2,8,1,0,0
2337,0,0.0,6,1,0,0
2338,3,13.333333333333334,6,1,0,0
2339,5,13.714285714285714,5,1,0,1
2340,0,0.0,6,0,0,0
2341,3,14.666666666666666,5,1,0,1
2342,12,11.5,13,1,0,2
2343,5,13.0,5,1,0,2
2344,8,11.50625,9,1,0,2
2345,7,13.75,9,1,1,2
2346,4,13.25,6,1,0,1
2347,5,15.285714285714286,5,1,0,2
2348,0,0.0,6,1,1,0
2349,6,11.5,6,1,0,2
2350,7,13.614285714285714,8,1,0,2
2351,10,14.3,12,1,0,2
2352,5,14.2,5,1,0,2
2353,5,11.8,6,1,1,2
2354,0,0.0,6,1,0,0
2355,6,14.285714285714286,6,1,0,2
2356,0,0.0,0,1,0,2
2357,4,11.875,6,1,0,0
2358,6,14.6,6,1,0,2
2359,2,10.5,6,1,0,0
2360,1,11.0,5,1,0,1
2361,0,0.0,5,1,0,0
2362,5,12.8,5,1,0,2
2363,2,11.666666666666666,5,1,0,1
2364,4,12.5,6,1,1,1
2365,6,14.5,6,1,0,2
2366,11,11.909090909090908,17,1,0,1
2367,6,13.666666666666666,6,1,0,2
2368,5,13.8,6,0,0,1
2369,3,13.333333333333334,5,1,0,0
2370,5,11.77777777777778,6,1,0,1
2371,0,0.0,0,1,1,2
2372,0,0.0,0,1,0,1
2373,6,12.0,6,1,0,1
2374,3,12.0,5,1,0,1
2375,5,11.0,6,0,0,0
2376,4,14.75,5,1,1,2
2377,0,0.0,5,0,0,0
2378,3,11.333333333333334,8,0,0,0
2379,6,12.5,6,1,1,2
2380,6,12.857142857142858,6,1,1,2
2381,6,12.333333333333334,6,1,1,2
2382,5,15.142857142857142,5,1,0,0
2383,9,11.444444444444445,12,1,0,1
2384,0,0.0,5,1,0,1
2385,6,11.333333333333334,6,1,0,2
2386,3,10.666666666666666,6,1,0,1
2387,0,0.0,0,0,0,2
2388,2,12.5,5,1,1,0
2389,0,0.0,5,1,0,0
2390,4,12.0,7,0,0,0
2391,10,11.6,13,1,0,0
2392,3,12.333333333333334,5,1,0,1
2393,0,0.0,6,1,0,0
2394,5,11.5,5,1,1,2
2395,3,12.333333333333334,6,1,0,1
2396,0,0.0,6,1,0,0
2397,5,12.4,6,1,0,1
2398,6,14.571428571428571,6,1,0,2
2399,8,11.7125,8,1,0,2
2400,4,11.0,8,1,0,0
2401,5,12.8,5,1,0,2
2402,3,11.0,5,0,0,0
2403,7,15.885714285714286,8,1,0,2
2404,4,11.58,7,0,0,0
2405,6,14.166666666666666,6,0,0,2
2406,0,0.0,0,1,0,2
2407,0,0.0,8,0,0,0
2408,0,0.0,5,1,0,0
2409,3,11.0,5,1,0,0
2410,0,0.0,5,1,0,0
2411,0,0.0,6,0,0,0
2412,4,12.5,5,1,0,1
2413,3,10.666666666666666,6,1,0,2
2414,10,11.181818181818182,10,1,0,2
2415,0,0.0,5,1,0,0
2416,4,11.25,6,1,1,0
2417,14,11.357142857142858,14,1,0,2
2418,11,12.666666666666666,11,0,1,2
2419,5,13.4,6,1,0,1
2420,0,0.0,6,1,0,0
2421,0,0.0,5,1,0,0
2422,5,12.2,6,1,0,2
2423,0,0.0,4,1,0,0
2424,0,0.0,2,1,0,0
2425,0,0.0,5,0,0,0
2426,0,0.0,5,0,0,0
2427,5,11.6,5,1,1,2
2428,6,10.857142857142858,7,1,0,0
2429,5,13.0,8,1,0,0
2430,5,12.6,6,1,1,2
2431,5,16.0,5,1,1,2
2432,6,12.666666666666666,6,1,1,0
2433,3,13.0,5,1,0,1
2434,3,11.666666666666666,5,1,0,1
2435,5,12.6,5,1,0,2
2436,12,12.083333333333334,12,1,0,2
2437,3,12.5,6,1,1,0
2438,10,12.7,12,0,0,0
2439,0,0.0,5,1,0,0
2440,0,0.0,5,0,0,0
2441,3,11.0,6,1,0,1
2442,1,10.0,5,1,0,0
2443,12,17.692307692307693,12,1,0,2
2444,0,0.0,6,1,0,0
2445,4,12.6,7,1,0,1
2446,5,16.2,5,1,0,0
2447,3,10.0,9,1,0,2
2448,0,0.0,5,0,0,0
2449,5,12.8,5,1,0,0
2450,0,0.0,0,0,0,1
2451,0,0.0,6,0,0,0
2452,4,12.0,5,1,0,2
2453,11,13.083333333333334,11,1,0,1
2454,0,0.0,5,1,1,0
2455,6,15.3,6,1,0,2
2456,6,13.5,6,1,0,2
2457,1,13.0,5,1,0,1
2458,0,0.0,5,1,0,0
2459,5,13.2,5,1,0,2
2460,0,0.0,6,1,0,0
2461,0,0.0,6,1,0,0
2462,0,0.0,0,1,0,0
2463,0,0.0,6,1,1,0
2464,4,11.8,5,0,0,0
2465,0,0.0,6,1,0,0
2466,1,16.0,5,1,0,1
2467,6,12.3,6,1,1,1
2468,3,12.666666666666666,9,1,0,0
2469,0,0.0,5,1,0,0
2470,2,11.0,6,1,0,1
2471,0,0.0,5,0,0,0
2472,3,10.333333333333334,6,1,0,0
2473,0,0.0,6,0,0,0
2474,6,15.0,6,1,0,2
2475,0,0.0,5,0,0,0
2476,20,13.5,23,1,1,2
2477,5,12.2,6,1,0,1
2478,7,11.347142857142858,8,1,0,2
2479,3,11.333333333333334,5,1,0,0
2480,0,0.0,0,1,0,1
2481,5,12.4,6,1,1,2
2482,5,14.833333333333334,5,1,0,2
2483,11,12.181818181818182,12,1,0,2
2484,5,14.8,5,1,0,2
2485,1,12.0,7,0,0,0
2486,0,0.0,6,1,0,0
2487,0,0.0,5,1,0,0
2488,2,12.5,5,1,0,1
2489,6,12.5,6,1,1,2
2490,4,10.25,6,1,0,1
2491,2,13.5,5,1,0,1
2492,7,10.428571428571429,10,0,0,0
2493,5,12.5,6,1,0,2
2494,6,14.0,6,1,1,2
2495,6,13.666666666666666,6,1,0,2
2496,0,0.0,0,1,1,2
2497,6,12.5,6,1,0,2
2498,0,0.0,0,1,1,0
2499,1,15.0,6,1,0,0
2500,5,13.375,6,1,0,2
2501,6,13.333333333333334,6,1,0,2
2502,14,11.642857142857142,14,1,0,2
2503,7,13.071428571428571,8,1,1,2
2504,0,0.0,6,1,0,0
2505,7,13.585714285714284,8,1,1,2
2506,8,11.425,8,1,0,2
2507,5,12.0,6,1,1,2
2508,0,0.0,0,1,1,2
2509,13,13.615384615384617,13,1,0,2
2510,0,0.0,6,0,0,0
2511,5,12.419999999999998,7,1,0,1
2512,8,13.0625,8,1,0,2
2513,6,12.0,6,1,0,2
2514,5,12.8,6,1,0,0
2515,1,10.0,5,1,0,1
2516,4,12.0,6,1,1,2
2517,7,12.214285714285714,8,1,1,2
2518,6,13.0,6,1,1,2
2519,6,13.5,6,1,1,2
2520,6,13.0,6,1,1,2
2521,6,11.166666666666666,6,1,0,2
2522,7,13.085714285714284,8,1,1,2
2523,0,0.0,6,1,0,0
2524,0,0.0,6,1,1,0
2525,3,11.0,6,1,0,2
2526,6,12.833333333333334,6,1,1,0
2527,8,13.65625,8,1,1,2
2528,6,14.285714285714286,6,1,0,2
2529,4,12.625,5,1,1,2
2530,6,12.333333333333334,6,1,0,2
2531,6,13.2,6,1,1,2
2532,6,11.0,6,1,1,2
2533,6,13.0,6,1,1,1
2534,6,13.142857142857142,6,1,1,2
2535,4,10.75,6,1,0,1
2536,5,15.142857142857142,5,1,0,1
2537,6,15.833333333333334,6,1,0,2
2538,5,13.0,6,1,0,2
2539,5,12.4,5,1,1,2
2540,0,0.0,5,1,0,0
2541,0,0.0,6,1,1,0
2542,8,14.75,8,1,1,2
2543,0,0.0,6,1,0,0
2544,4,11.5,6,1,0,1
2545,6,14.333333333333334,6,1,0,2
2546,6,11.833333333333334,6,1,0,2
2547,8,13.2325,8,1,0,2
2548,6,14.166666666666666,6,1,1,2
2549,0,0.0,6,1,1,0
2550,11,12.272727272727272,13,1,0,2
2551,6,14.333333333333334,6,1,1,1
2552,6,11.5,6,1,0,2
2553,0,0.0,5,1,0,0
2554,3,11.333333333333334,5,1,0,1
2555,2,10.5,5,1,0,1
2556,5,11.4,5,1,0,2
2557,0,0.0,0,1,0,1
2558,2,10.666666666666666,5,1,0,1
2559,6,13.5,6,1,0,0
2560,5,12.6,6,1,0,2
2561,8,13.07375,8,1,0,2
2562,0,0.0,7,1,0,0
2563,0,0.0,5,1,0,1
2564,6,13.333333333333334,6,1,1,2
2565,6,13.428571428571429,6,1,0,2
2566,8,14.788888888888888,8,1,1,2
2567,5,11.2,6,1,0,1
2568,5,12.2,5,1,0,1
2569,6,14.666666666666666,6,1,1,2
2570,8,14.4025,8,1,0,2
2571,8,16.3875,8,1,0,2
2572,6,14.166666666666666,6,1,0,2
2573,6,14.983333333333334,7,1,0,2
2574,6,13.0,6,1,1,2
2575,7,14.142857142857142,7,1,0,2
2576,3,11.0,6,1,0,0
2577,1,10.0,6,1,0,0
2578,6,13.983333333333334,7,1,0,2
2579,6,12.833333333333334,6,1,0,2
2580,6,13.0,6,1,1,2
2581,0,0.0,6,0,0,0
2582,5,15.4,5,1,0,2
2583,4,11.25,5,1,0,1
2584,6,13.666666666666666,6,1,0,2
2585,6,12.0,6,1,0,2
2586,3,12.666666666666666,5,1,0,1
2587,1,11.0,5,1,0,1
2588,2,10.5,6,1,0,0
2589,5,12.2,6,1,0,1
2590,0,0.0,6,1,0,0
2591,6,13.166666666666666,7,0,0,1
2592,10,11.615384615384617,10,1,0,2
2593,8,11.675,8,1,0,0
2594,1,12.0,5,1,0,1
2595,6,12.166666666666666,6,1,1,2
2596,5,12.2,6,1,0,0
2597,0,0.0,0,1,1,0
2598,4,12.0,5,1,0,1
2599,5,12.0,6,1,0,1
2600,5,12.8,6,1,1,0
2601,3,11.333333333333334,6,1,0,1
2602,6,12.833333333333334,6,1,0,2
2603,0,0.0,5,0,0,0
2604,1,13.0,6,1,0,0
2605,5,12.0,5,1,0,2
2606,5,12.2,5,1,0,2
2607,6,13.142857142857142,6,1,0,0
2608,4,12.75,6,1,0,2
2609,2,10.0,7,1,0,0
2610,8,13.755555555555556,8,1,0,2
2611,4,12.25,6,1,0,2
2612,5,15.833333333333334,5,1,0,2
2613,0,0.0,5,1,0,0
2614,3,13.0,5,1,0,0
2615,4,13.0,6,0,0,0
2616,0,0.0,6,1,1,0
2617,5,12.8,6,1,1,2
2618,5,12.4,6,1,1,0
2619,6,12.571428571428571,6,1,1,2
2620,10,11.9,11,1,0,1
2621,6,11.833333333333334,6,1,1,2
2622,10,12.6,11,1,1,2
2623,1,11.0,1,1,0,0
2624,6,12.0,6,1,0,2
2625,1,12.0,5,1,0,0
2626,8,14.38888888888889,8,1,0,2
2627,7,12.2,7,1,0,1
2628,4,11.75,5,1,1,1
2629,5,14.333333333333334,5,1,0,1
2630,1,12.0,5,1,0,0
2631,0,0.0,6,1,0,0
2632,8,12.55375,8,1,0,2
2633,7,12.665714285714284,8,1,0,2
2634,4,13.0,6,1,0,1
2635,0,0.0,5,1,0,0
2636,0,0.0,6,0,0,0
2637,0,0.0,0,1,0,2
2638,5,12.2,5,1,0,2
2639,17,12.117647058823527,17,1,0,2
2640,0,0.0,5,1,0,0
2641,6,11.5,6,1,1,2
2642,0,0.0,6,1,0,0
2643,3,13.5,5,1,0,0
2644,5,13.833333333333334,6,1,0,2
2645,0,0.0,0,1,0,0
2646,7,12.142857142857142,8,1,0,1
2647,2,12.0,6,0,0,0
2648,2,13.5,11,1,0,0
2649,5,12.002,8,1,0,0
2650,8,13.22222222222222,8,1,0,1
2651,1,11.0,6,0,0,0
2652,6,14.166666666666666,6,1,1,2
2653,0,0.0,5,1,0,0
2654,7,13.867142857142856,8,1,0,2
2655,6,12.675,8,1,0,2
2656,0,0.0,0,1,0,2
2657,6,12.5,6,1,1,1
2658,0,0.0,0,1,0,0
2659,5,12.2,6,1,1,0
2660,4,11.333333333333334,5,1,0,0
2661,6,14.166666666666666,6,1,0,2
2662,4,11.575,7,0,0,0
2663,0,0.0,5,0,0,0
2664,5,14.166666666666666,5,1,0,2
2665,4,12.25,6,0,0,0
2666,6,13.125,6,1,0,2
2667,1,11.0,5,0,0,0
2668,7,11.635714285714286,8,1,0,1
2669,0,0.0,5,1,0,0
2670,5,11.285714285714286,5,1,0,1
2671,5,13.666666666666666,5,1,0,2
2672,1,11.0,6,1,0,0
2673,4,12.5,5,1,0,1
2674,6,11.555555555555555,6,1,1,2
2675,4,11.25,6,1,0,1
2676,2,13.15,8,1,0,0
2677,5,15.4,5,1,0,2
2678,0,0.0,6,1,0,1
2679,5,16.8,5,1,0,2
2680,12,12.52608695652174,14,1,0,2
2681,0,0.0,8,1,0,0
2682,1,10.0,5,0,0,0
2683,3,10.666666666666666,5,1,0,2
2684,0,0.0,6,1,0,0
2685,3,12.0,5,1,0,1
2686,3,10.0,5,1,0,1
2687,0,0.0,5,0,0,0
2688,0,0.0,5,1,0,1
2689,0,0.0,6,0,0,0
2690,2,11.0,5,1,0,0
2691,4,13.5,5,1,0,2
2692,4,11.6,5,1,1,2
2693,6,15.166666666666666,6,1,0,2
2694,6,11.5,6,1,1,2
2695,6,13.5,7,1,0,1
2696,0,0.0,6,0,0,0
2697,4,13.4,6,0,0,1
2698,8,12.75,9,1,0,0
2699,7,13.4,8,1,0,2
2700,0,0.0,0,1,0,0
2701,0,0.0,6,1,0,0
2702,0,0.0,5,1,0,0
2703,4,11.2,6,1,0,0
2704,0,0.0,5,1,0,1
2705,1,14.0,5,1,0,0
2706,5,13.4,5,1,0,2
2707,0,0.0,5,1,0,0
2708,6,14.125,6,1,0,2
2709,7,12.042857142857144,8,1,0,1
2710,6,15.666666666666666,6,1,0,2
2711,0,0.0,6,0,0,0
2712,0,0.0,5,1,1,0
2713,5,12.8,6,1,0,2
2714,6,16.666666666666668,6,1,0,0
2715,7,13.207142857142856,8,1,1,2
2716,0,0.0,8,1,1,1
2717,6,14.0,6,1,0,2
2718,7,14.115714285714288,8,1,0,2
2719,6,13.11111111111111,6,1,1,2
2720,6,13.714285714285714,6,1,1,2
2721,4,11.75,5,1,0,1
2722,3,13.666666666666666,6,1,0,1
2723,2,12.0,5,1,1,0
2724,6,12.415,8,1,1,2
2725,2,10.5,5,1,0,1
2726,6,13.428571428571429,6,1,0,2
2727,7,14.312857142857142,8,1,1,2
2728,5,14.5,6,0,0,1
2729,5,13.4,5,1,0,2
2730,6,13.714285714285714,6,1,0,2
2731,6,12.142857142857142,6,1,0,2
2732,7,14.014285714285714,8,1,0,1
2733,3,13.333333333333334,6,1,0,1
2734,5,13.6,6,1,1,2
2735,6,15.4,7,1,0,2
2736,8,15.925,8,1,1,2
2737,4,11.0,6,1,0,0
2738,5,12.0,5,1,0,2
2739,5,13.6,5,1,1,2
2740,6,12.375,6,1,1,2
2741,6,12.0,6,1,0,2
2742,6,14.5,6,1,0,2
2743,6,14.571428571428571,6,1,1,2
2744,5,11.0,6,0,1,0
2745,6,13.142857142857142,6,1,0,2
2746,6,11.808333333333332,8,1,0,1
2747,0,0.0,6,0,0,0
2748,0,0.0,5,0,0,0
2749,5,11.6,5,1,0,0
2750,0,0.0,5,0,0,0
2751,6,13.5,6,1,1,2
2752,0,0.0,5,1,0,0
2753,10,12.8,10,1,1,2
2754,5,13.6,10,1,0,0
2755,9,11.88888888888889,11,1,0,2
2756,1,10.0,5,0,0,0
2757,0,0.0,6,1,0,0
2758,0,0.0,6,1,0,1
2759,4,12.0,6,1,0,1
2760,7,13.30625,8,1,0,0
2761,6,10.833333333333334,7,1,0,1
2762,3,11.666666666666666,6,1,1,1
2763,7,13.285714285714286,7,1,0,2
2764,3,11.25,5,1,0,1
2765,8,13.11,8,1,0,2
2766,7,14.414285714285716,8,1,0,2
2767,0,0.0,5,0,0,0
2768,5,12.2,5,1,0,2
2769,1,10.0,7,1,1,0
2770,8,13.3125,8,1,1,2
2771,8,13.045,8,1,0,2
2772,5,12.858,8,1,0,1
2773,8,14.2525,8,1,1,2
2774,7,11.242857142857142,7,1,1,1
2775,7,15.075714285714286,8,1,0,2
2776,0,0.0,0,1,1,1
2777,5,12.6,6,1,0,1
2778,12,13.214285714285714,12,1,0,2
2779,5,11.8,6,1,1,2
2780,8,13.122222222222222,8,1,1,2
2781,1,11.0,6,0,0,0
2782,2,11.0,6,1,0,1
2783,6,12.666666666666666,6,1,0,1
2784,6,12.375,6,1,1,2
2785,7,13.428571428571429,7,1,0,2
2786,1,12.0,6,1,0,0
2787,4,11.0,5,1,0,1
2788,0,0.0,6,0,0,0
2789,0,0.0,0,1,1,0
2790,1,11.0,5,0,0,0
2791,6,14.142857142857142,6,1,0,2
2792,7,11.571428571428571,7,1,0,2
2793,0,0.0,0,0,1,2
2794,0,0.0,5,1,0,1
2795,8,12.6875,8,1,0,2
2796,0,0.0,8,1,0,0
2797,5,14.0,6,1,0,2
2798,14,13.072857142857144,14,1,1,2
2799,3,11.0,7,0,0,0
2800,6,16.0,6,1,0,2
2801,0,0.0,6,1,0,0
2802,6,15.166666666666666,6,1,1,2
2803,6,15.333333333333334,6,1,0,2
2804,6,11.666666666666666,6,1,1,2
2805,6,12.416666666666666,8,1,0,2
2806,6,12.0,6,1,1,2
2807,6,14.142857142857142,6,1,0,1
2808,6,12.666666666666666,6,1,1,2
2809,6,12.116666666666667,7,1,0,1
2810,6,12.833333333333334,6,1,1,2
2811,5,12.56,7,0,0,0
2812,8,14.23125,8,1,0,2
2813,4,11.25,6,1,1,2
2814,0,0.0,0,1,0,2
2815,6,11.714285714285714,6,1,1,2
2816,6,14.266666666666666,7,1,0,2
2817,4,13.857142857142858,5,1,1,1
2818,7,12.428571428571429,7,1,0,2
2819,3,11.0,6,1,0,1
2820,7,12.771428571428572,8,1,0,2
2821,0,0.0,5,1,0,0
2822,6,13.571428571428571,6,1,1,2
2823,5,14.6,6,1,1,1
2824,5,13.7,7,1,0,1
2825,4,13.75,6,1,0,0
2826,5,13.4,6,1,1,2
2827,2,10.0,5,1,1,2
2828,6,12.833333333333334,6,1,0,1
2829,0,0.0,0,1,0,0
2830,4,11.6,5,1,0,2
2831,4,11.0,5,1,0,1
2832,6,12.833333333333334,6,0,0,1
2833,2,11.0,5,1,0,1
2834,5,13.6,6,1,0,2
2835,11,13.181818181818182,13,1,0,2
2836,0,0.0,5,1,0,0
2837,5,12.2,5,1,0,1
2838,0,0.0,5,0,0,0
2839,6,15.5,6,1,0,2
2840,2,11.333333333333334,6,1,1,1
2841,13,11.384615384615383,13,1,0,2
2842,5,12.857142857142858,6,1,1,2
2843,0,0.0,5,0,0,0
2844,3,11.0,5,1,0,1
2845,6,12.714285714285714,6,1,0,2
2846,0,0.0,2,1,0,0
2847,0,0.0,4,0,0,0
2848,10,11.1,13,1,0,0
2849,5,13.0,6,1,0,2
2850,0,0.0,6,0,0,0
2851,6,14.166666666666666,6,1,0,2
2852,11,10.727272727272728,11,1,0,2
2853,6,14.375,6,1,0,2
2854,0,0.0,8,1,0,0
2855,7,12.2375,7,1,1,0
2856,6,13.333333333333334,6,1,0,2
2857,0,0.0,0,1,1,0
2858,5,12.8,6,1,0,2
2859,4,12.5,6,1,0,1
2860,4,13.75,6,1,0,2
2861,5,11.6,5,1,0,2
2862,6,11.833333333333334,6,1,0,2
2863,19,12.105263157894736,19,1,0,2
2864,5,11.0,6,1,1,0
2865,5,16.6,5,1,0,2
2866,0,0.0,6,1,0,0
2867,4,14.75,6,1,0,2
2868,5,13.0,5,1,0,1
2869,5,14.4,5,1,0,2
2870,17,11.5,17,1,0,2
2871,0,0.0,8,1,0,0
2872,9,11.333333333333334,10,1,0,1
2873,13,12.384615384615383,15,1,0,2
2874,0,0.0,5,1,0,0
2875,12,11.666666666666666,13,1,0,1
2876,0,0.0,5,0,0,0
2877,4,11.5,6,1,0,1
2878,8,11.875,13,1,0,0
2879,3,11.666666666666666,6,1,0,0
2880,4,11.25,6,1,1,2
2881,5,11.2,7,1,0,1
2882,2,12.0,5,1,0,0
2883,6,11.5,6,1,1,2
2884,12,15.23076923076923,12,1,0,2
2885,8,13.5,8,1,0,2
2886,5,13.2,5,1,0,2
2887,6,12.833333333333334,6,1,1,2
2888,6,11.857142857142858,6,1,1,2
2889,5,13.8,6,1,1,2
2890,6,12.5,6,1,0,2
2891,0,0.0,5,1,0,0
2892,6,12.428571428571429,6,1,1,2
2893,6,12.0,7,1,0,0
2894,5,13.0,6,1,0,2
2895,6,10.5,6,1,0,2
2896,5,12.0,5,1,0,1
2897,8,14.575,8,1,0,2
2898,7,12.414285714285716,8,1,0,2
2899,0,0.0,0,1,0,2
2900,12,11.4375,12,1,0,1
2901,0,0.0,6,1,0,0
2902,8,13.125,8,1,0,2
2903,6,13.5,6,1,1,2
2904,3,12.0,6,1,0,0
2905,6,12.5,6,1,0,2
2906,6,11.333333333333334,6,1,1,2
2907,6,14.066666666666668,7,1,1,2
2908,7,13.571428571428571,7,1,0,2
2909,4,12.25,6,0,0,0
2910,0,0.0,6,1,0,0
2911,8,13.27625,8,1,0,2
2912,0,0.0,6,1,0,0
2913,6,14.75,6,1,0,2
2914,0,0.0,5,1,0,0
2915,5,11.8,6,1,1,1
2916,10,14.5,10,1,0,2
2917,7,12.321428571428571,8,1,0,2
2918,12,11.833333333333334,14,1,0,0
2919,0,0.0,6,0,0,0
2920,0,0.0,0,1,1,2
2921,0,0.0,6,1,0,1
2922,5,12.4,6,1,0,0
2923,0,0.0,5,1,0,0
2924,7,12.757142857142856,8,1,1,2
2925,6,14.666666666666666,6,1,1,2
2926,6,14.571428571428571,6,1,0,2
2927,5,10.4,5,1,0,2
2928,0,0.0,0,1,0,0
2929,1,13.67,8,1,0,1
2930,2,12.5,5,1,0,0
2931,0,0.0,5,1,0,0
2932,0,0.0,5,1,0,0
2933,7,11.971428571428572,8,1,0,2
2934,0,0.0,6,1,0,0
2935,4,12.25,6,1,0,0
2936,0,0.0,6,1,0,0
2937,0,0.0,5,0,0,0
2938,4,10.75,5,1,0,1
2939,0,0.0,6,1,0,0
2940,6,12.333333333333334,6,1,1,2
2941,8,12.3,8,1,0,1
2942,11,13.583333333333334,11,1,1,2
2943,11,13.833333333333334,12,1,0,2
2944,8,12.75,8,1,0,2
2945,3,13.0,7,1,0,0
2946,0,0.0,6,1,0,0
2947,6,13.142857142857142,6,1,0,2
2948,6,12.0,6,1,0,2
2949,1,12.0,6,1,0,0
2950,5,12.6,6,1,0,2
2951,6,13.833333333333334,6,1,0,2
2952,3,12.333333333333334,5,1,0,1
2953,0,0.0,0,1,0,0
2954,5,14.8,6,1,1,2
2955,0,0.0,0,1,0,2
2956,0,0.0,7,1,0,0
2957,8,11.0,8,1,0,2
2958,2,11.0,6,1,0,0
2959,6,12.833333333333334,6,1,0,2
2960,6,12.666666666666666,6,1,1,2
2961,7,14.13714285714286,8,1,0,2
2962,1,11.0,6,1,0,0
2963,4,11.5,5,1,0,2
2964,6,12.5,6,1,1,0
2965,5,12.6,5,1,1,2
2966,8,14.1875,8,1,0,2
2967,0,0.0,8,1,0,1
2968,6,11.166666666666666,6,1,0,2
2969,5,14.2,6,1,1,2
2970,4,12.6,7,1,0,2
2971,2,12.666666666666666,5,1,0,0
2972,4,13.0,5,1,0,1
2973,3,12.333333333333334,5,1,0,2
2974,0,0.0,0,1,0,0
2975,10,14.6,10,1,0,2
2976,6,12.166666666666666,6,1,1,2
2977,16,13.875,17,1,0,0
2978,5,12.0,6,1,0,2
2979,4,12.75,5,0,0,0
2980,6,12.166666666666666,6,0,0,2
2981,6,13.125,6,1,1,2
2982,8,14.575,8,1,1,2
2983,6,13.666666666666666,6,0,0,2
2984,6,14.35,7,1,1,2
2985,6,13.5,6,1,0,2
2986,4,11.5,6,1,0,1
2987,6,11.833333333333334,6,1,0,2
2988,11,13.25,11,0,0,2
2989,5,11.2,6,1,0,1
2990,4,13.0,6,1,1,2
2991,7,11.82,8,1,1,2
2992,0,0.0,6,1,0,0
2993,6,12.666666666666666,6,1,1,2
2994,6,11.857142857142858,6,1,0,2
2995,8,14.9,8,1,1,2
2996,5,13.8,6,1,0,2
2997,4,11.5,5,1,0,1
2998,6,13.666666666666666,6,1,0,2
2999,0,0.0,5,0,0,0
3000,7,12.714285714285714,8,1,0,1
3001,7,12.18888888888889,8,1,0,2
3002,5,12.2,6,1,1,0
3003,8,13.375,8,1,1,0
3004,5,13.0,5,1,1,2
3005,8,14.955555555555556,8,1,1,2
3006,4,11.0,5,1,0,2
3007,4,11.75,5,1,1,1
3008,4,14.6,6,1,0,0
3009,8,14.4625,8,1,0,2
3010,6,13.0,6,1,0,2
3011,3,14.0,6,1,0,0
3012,7,13.571428571428571,8,1,0,2
3013,6,13.5,6,1,1,2
3014,0,0.0,8,1,0,0
3015,8,14.627777777777778,8,1,0,2
3016,9,13.7,9,1,0,2
3017,8,14.533333333333331,8,1,0,2
3018,5,12.8,5,1,1,2
3019,5,11.333333333333334,6,1,0,2
3020,5,12.833333333333334,5,1,0,2
3021,8,14.71875,8,1,0,2
3022,4,12.25,6,1,0,0
3023,0,0.0,0,1,1,2
3024,0,0.0,0,1,1,2
3025,7,14.0,8,1,1,2
3026,6,12.571428571428571,6,1,0,1
3027,3,11.333333333333334,6,1,0,0
3028,7,14.0,7,1,1,2
3029,4,10.0,5,1,0,2
3030,11,11.909090909090908,14,1,0,0
3031,8,15.9,8,1,0,2
3032,8,12.205555555555556,8,1,1,2
3033,6,13.333333333333334,6,1,0,2
3034,5,11.857142857142858,5,1,0,2
3035,6,10.833333333333334,6,1,0,2
3036,0,0.0,8,0,0,0
3037,6,13.0,6,1,1,2
3038,6,13.833333333333334,6,1,0,2
3039,6,11.833333333333334,7,0,0,0
3040,6,13.142857142857142,6,1,1,0
3041,7,12.757142857142856,8,1,0,1
3042,5,13.6,6,0,0,2
3043,6,11.625,6,1,1,2
3044,6,12.833333333333334,6,1,1,2
3045,4,10.75,6,1,0,2
3046,4,10.25,5,1,0,1
3047,5,14.2,6,1,0,0
3048,5,13.6,5,1,1,2
3049,5,13.142857142857142,5,1,0,2
3050,3,11.7,8,1,0,0
3051,3,10.857142857142858,5,1,0,1
3052,6,16.0,6,1,1,2
3053,3,13.0,5,1,1,0
3054,6,14.571428571428571,6,1,1,2
3055,2,13.0,5,0,0,0
3056,6,14.0,6,1,1,2
3057,0,0.0,6,1,0,0
3058,7,12.628571428571428,8,1,0,2
3059,7,14.232857142857142,8,1,1,2
3060,6,14.0,6,1,0,1
3061,0,0.0,6,1,0,0
3062,4,11.0,6,1,1,0
3063,6,13.0,6,0,1,2
3064,6,11.5,6,1,1,2
3065,0,0.0,6,1,0,0
3066,8,12.75,9,1,0,2
3067,5,11.9,7,1,0,1
3068,5,12.5,7,1,1,2
3069,0,0.0,6,1,0,0
3070,4,10.571428571428571,6,1,1,1
3071,0,0.0,5,0,0,0
3072,5,12.0,6,0,0,0
3073,3,13.666666666666666,5,1,0,1
3074,9,12.22222222222222,14,0,0,0
3075,5,11.6,6,1,0,1
3076,3,13.666666666666666,5,1,0,0
3077,0,0.0,5,0,0,1
3078,4,12.25,5,1,0,2
3079,2,13.5,6,1,0,0
3080,5,14.166666666666666,5,1,0,2
3081,8,12.575,8,1,1,2
3082,11,12.083333333333334,11,1,1,2
3083,0,0.0,6,0,0,0
3084,6,11.5,6,1,0,2
3085,4,12.0,5,1,0,1
3086,14,12.428571428571429,14,1,0,2
3087,4,12.0,5,1,0,2
3088,7,15.94285714285714,8,1,0,2
3089,0,0.0,5,1,0,0
3090,6,10.714285714285714,6,1,0,2
3091,5,12.833333333333334,6,1,1,1
