,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Scholarship holder
2671,5,13.666666666666666,5,1,0
2672,1,11.0,6,1,0
2673,4,12.5,5,1,0
2674,6,11.555555555555555,6,1,1
2675,4,11.25,6,1,0
2676,2,13.15,8,1,0
2677,5,15.4,5,1,0
2678,0,0.0,6,1,0
2679,5,16.8,5,1,0
2680,12,12.52608695652174,14,1,0
2681,0,0.0,8,1,0
2682,1,10.0,5,0,0
2683,3,10.666666666666666,5,1,0
2684,0,0.0,6,1,0
2685,3,12.0,5,1,0
2686,3,10.0,5,1,0
2687,0,0.0,5,0,0
2688,0,0.0,5,1,0
2689,0,0.0,6,0,0
2690,2,11.0,5,1,0
2691,4,13.5,5,1,0
2692,4,11.6,5,1,1
2693,6,15.166666666666666,6,1,0
2694,6,11.5,6,1,1
2695,6,13.5,7,1,0
2696,0,0.0,6,0,0
2697,4,13.4,6,0,0
2698,8,12.75,9,1,0
2699,7,13.4,8,1,0
2700,0,0.0,0,1,0
2701,0,0.0,6,1,0
2702,0,0.0,5,1,0
2703,4,11.2,6,1,0
2704,0,0.0,5,1,0
2705,1,14.0,5,1,0
2706,5,13.4,5,1,0
2707,0,0.0,5,1,0
2708,6,14.125,6,1,0
2709,7,12.042857142857144,8,1,0
2710,6,15.666666666666666,6,1,0
2712,0,0.0,5,1,1
2713,5,12.8,6,1,0
2714,6,16.666666666666668,6,1,0
2715,7,13.207142857142856,8,1,1
2716,0,0.0,8,1,1
2717,6,14.0,6,1,0
2718,7,14.115714285714288,8,1,0
2719,6,13.11111111111111,6,1,1
2720,6,13.714285714285714,6,1,1
2721,4,11.75,5,1,0
2722,3,13.666666666666666,6,1,0
2723,2,12.0,5,1,1
2724,6,12.415,8,1,1
2725,2,10.5,5,1,0
2726,6,13.428571428571429,6,1,0
2727,7,14.312857142857142,8,1,1
2728,5,14.5,6,0,0
2729,5,13.4,5,1,0
2730,6,13.714285714285714,6,1,0
2731,6,12.142857142857142,6,1,0
2732,7,14.014285714285714,8,1,0
2733,3,13.333333333333334,6,1,0
2734,5,13.6,6,1,1
2735,6,15.4,7,1,0
2736,8,15.925,8,1,1
2737,4,11.0,6,1,0
2738,5,12.0,5,1,0
2739,5,13.6,5,1,1
2740,6,12.375,6,1,1
2741,6,12.0,6,1,0
2742,6,14.5,6,1,0
2743,6,14.571428571428571,6,1,1
2744,5,11.0,6,0,1
2745,6,13.142857142857142,6,1,0
2746,6,11.808333333333332,8,1,0
2747,0,0.0,6,0,0
2748,0,0.0,5,0,0
2749,5,11.6,5,1,0
2750,0,0.0,5,0,0
2751,6,13.5,6,1,1
2752,0,0.0,5,1,0
2753,10,12.8,10,1,1
2754,5,13.6,10,1,0
2755,9,11.88888888888889,11,1,0
2756,1,10.0,5,0,0
2757,0,0.0,6,1,0
2758,0,0.0,6,1,0
2759,4,12.0,6,1,0
2760,7,13.30625,8,1,0
2761,6,10.833333333333334,7,1,0
2762,3,11.666666666666666,6,1,1
2763,7,13.285714285714286,7,1,0
2764,3,11.25,5,1,0
2765,8,13.11,8,1,0
2766,7,14.414285714285716,8,1,0
2767,0,0.0,5,0,0
2768,5,12.2,5,1,0
2769,1,10.0,7,1,1
2770,8,13.3125,8,1,1
2771,8,13.045,8,1,0
2772,5,12.858,8,1,0
2773,8,14.2525,8,1,1
2774,7,11.242857142857142,7,1,1
2775,7,15.075714285714286,8,1,0
2776,0,0.0,0,1,1
2777,5,12.6,6,1,0
2778,12,13.214285714285714,12,1,0
2779,5,11.8,6,1,1
2780,8,13.122222222222222,8,1,1
2781,1,11.0,6,0,0
2782,2,11.0,6,1,0
2783,6,12.666666666666666,6,1,0
2784,6,12.375,6,1,1
2785,7,13.428571428571429,7,1,0
2786,1,12.0,6,1,0
2787,4,11.0,5,1,0
2788,0,0.0,6,0,0
2789,0,0.0,0,1,1
2790,1,11.0,5,0,0
2791,6,14.142857142857142,6,1,0
2792,7,11.571428571428571,7,1,0
2793,0,0.0,0,0,1
2794,0,0.0,5,1,0
2795,8,12.6875,8,1,0
2796,0,0.0,8,1,0
2797,5,14.0,6,1,0
2799,3,11.0,7,0,0
2800,6,16.0,6,1,0
2801,0,0.0,6,1,0
2802,6,15.166666666666666,6,1,1
2803,6,15.333333333333334,6,1,0
2804,6,11.666666666666666,6,1,1
2805,6,12.416666666666666,8,1,0
2806,6,12.0,6,1,1
2807,6,14.142857142857142,6,1,0
2808,6,12.666666666666666,6,1,1
2809,6,12.116666666666667,7,1,0
2810,6,12.833333333333334,6,1,1
2811,5,12.56,7,0,0
2812,8,14.23125,8,1,0
2813,4,11.25,6,1,1
2814,0,0.0,0,1,0
2815,6,11.714285714285714,6,1,1
2816,6,14.266666666666666,7,1,0
2817,4,13.857142857142858,5,1,1
2818,7,12.428571428571429,7,1,0
2819,3,11.0,6,1,0
2820,7,12.771428571428572,8,1,0
2822,6,13.571428571428571,6,1,1
2823,5,14.6,6,1,1
2824,5,13.7,7,1,0
2825,4,13.75,6,1,0
2826,5,13.4,6,1,1
2827,2,10.0,5,1,1
2828,6,12.833333333333334,6,1,0
2829,0,0.0,0,1,0
2830,4,11.6,5,1,0
2831,4,11.0,5,1,0
2832,6,12.833333333333334,6,0,0
2833,2,11.0,5,1,0
2834,5,13.6,6,1,0
2835,11,13.181818181818182,13,1,0
2836,0,0.0,5,1,0
2837,5,12.2,5,1,0
2838,0,0.0,5,0,0
2839,6,15.5,6,1,0
2840,2,11.333333333333334,6,1,1
2841,13,11.384615384615383,13,1,0
2842,5,12.857142857142858,6,1,1
2843,0,0.0,5,0,0
2844,3,11.0,5,1,0
2845,6,12.714285714285714,6,1,0
2846,0,0.0,2,1,0
2847,0,0.0,4,0,0
2848,10,11.1,13,1,0
2849,5,13.0,6,1,0
2850,0,0.0,6,0,0
2851,6,14.166666666666666,6,1,0
2852,11,10.727272727272728,11,1,0
2853,6,14.375,6,1,0
2854,0,0.0,8,1,0
2855,7,12.2375,7,1,1
2856,6,13.333333333333334,6,1,0
2857,0,0.0,0,1,1
2858,5,12.8,6,1,0
2859,4,12.5,6,1,0
2860,4,13.75,6,1,0
2861,5,11.6,5,1,0
2862,6,11.833333333333334,6,1,0
2863,19,12.105263157894736,19,1,0
2864,5,11.0,6,1,1
2865,5,16.6,5,1,0
2866,0,0.0,6,1,0
2867,4,14.75,6,1,0
2868,5,13.0,5,1,0
2869,5,14.4,5,1,0
2870,17,11.5,17,1,0
2871,0,0.0,8,1,0
2872,9,11.333333333333334,10,1,0
2873,13,12.384615384615383,15,1,0
2874,0,0.0,5,1,0
2875,12,11.666666666666666,13,1,0
2877,4,11.5,6,1,0
2878,8,11.875,13,1,0
2879,3,11.666666666666666,6,1,0
2880,4,11.25,6,1,1
2881,5,11.2,7,1,0
2882,2,12.0,5,1,0
2883,6,11.5,6,1,1
2884,12,15.23076923076923,12,1,0
2885,8,13.5,8,1,0
2886,5,13.2,5,1,0
2887,6,12.833333333333334,6,1,1
2888,6,11.857142857142858,6,1,1
2889,5,13.8,6,1,1
2890,6,12.5,6,1,0
2891,0,0.0,5,1,0
2892,6,12.428571428571429,6,1,1
2893,6,12.0,7,1,0
2894,5,13.0,6,1,0
2895,6,10.5,6,1,0
2896,5,12.0,5,1,0
2897,8,14.575,8,1,0
2898,7,12.414285714285716,8,1,0
2899,0,0.0,0,1,0
2900,12,11.4375,12,1,0
2901,0,0.0,6,1,0
2902,8,13.125,8,1,0
2903,6,13.5,6,1,1
2904,3,12.0,6,1,0
2905,6,12.5,6,1,0
2906,6,11.333333333333334,6,1,1
2907,6,14.066666666666668,7,1,1
2908,7,13.571428571428571,7,1,0
2909,4,12.25,6,0,0
2910,0,0.0,6,1,0
2911,8,13.27625,8,1,0
2912,0,0.0,6,1,0
2913,6,14.75,6,1,0
2914,0,0.0,5,1,0
2915,5,11.8,6,1,1
2916,10,14.5,10,1,0
2917,7,12.321428571428571,8,1,0
2918,12,11.833333333333334,14,1,0
2919,0,0.0,6,0,0
2920,0,0.0,0,1,1
2921,0,0.0,6,1,0
2922,5,12.4,6,1,0
2923,0,0.0,5,1,0
2924,7,12.757142857142856,8,1,1
2925,6,14.666666666666666,6,1,1
2926,6,14.571428571428571,6,1,0
2927,5,10.4,5,1,0
2928,0,0.0,0,1,0
2930,2,12.5,5,1,0
2931,0,0.0,5,1,0
2932,0,0.0,5,1,0
2933,7,11.971428571428572,8,1,0
2934,0,0.0,6,1,0
2935,4,12.25,6,1,0
2936,0,0.0,6,1,0
2937,0,0.0,5,0,0
2938,4,10.75,5,1,0
2939,0,0.0,6,1,0
2940,6,12.333333333333334,6,1,1
2941,8,12.3,8,1,0
2942,11,13.583333333333334,11,1,1
2943,11,13.833333333333334,12,1,0
2944,8,12.75,8,1,0
2945,3,13.0,7,1,0
2946,0,0.0,6,1,0
2947,6,13.142857142857142,6,1,0
2948,6,12.0,6,1,0
2949,1,12.0,6,1,0
2950,5,12.6,6,1,0
2951,6,13.833333333333334,6,1,0
2952,3,12.333333333333334,5,1,0
2953,0,0.0,0,1,0
2954,5,14.8,6,1,1
2955,0,0.0,0,1,0
2956,0,0.0,7,1,0
2957,8,11.0,8,1,0
2958,2,11.0,6,1,0
2959,6,12.833333333333334,6,1,0
2960,6,12.666666666666666,6,1,1
2961,7,14.13714285714286,8,1,0
2962,1,11.0,6,1,0
2963,4,11.5,5,1,0
2964,6,12.5,6,1,1
2965,5,12.6,5,1,1
2966,8,14.1875,8,1,0
2967,0,0.0,8,1,0
2968,6,11.166666666666666,6,1,0
2969,5,14.2,6,1,1
2970,4,12.6,7,1,0
2971,2,12.666666666666666,5,1,0
2972,4,13.0,5,1,0
2973,3,12.333333333333334,5,1,0
2974,0,0.0,0,1,0
2975,10,14.6,10,1,0
2976,6,12.166666666666666,6,1,1
2977,16,13.875,17,1,0
2978,5,12.0,6,1,0
2979,4,12.75,5,0,0
2980,6,12.166666666666666,6,0,0
2981,6,13.125,6,1,1
2982,8,14.575,8,1,1
2983,6,13.666666666666666,6,0,0
2984,6,14.35,7,1,1
2985,6,13.5,6,1,0
2986,4,11.5,6,1,0
2987,6,11.833333333333334,6,1,0
2988,11,13.25,11,0,0
2989,5,11.2,6,1,0
2990,4,13.0,6,1,1
2991,7,11.82,8,1,1
2992,0,0.0,6,1,0
2993,6,12.666666666666666,6,1,1
2994,6,11.857142857142858,6,1,0
2995,8,14.9,8,1,1
2996,5,13.8,6,1,0
2997,4,11.5,5,1,0
2998,6,13.666666666666666,6,1,0
2999,0,0.0,5,0,0
3000,7,12.714285714285714,8,1,0
3001,7,12.18888888888889,8,1,0
3002,5,12.2,6,1,1
3003,8,13.375,8,1,1
3004,5,13.0,5,1,1
3005,8,14.955555555555556,8,1,1
3006,4,11.0,5,1,0
3007,4,11.75,5,1,1
3008,4,14.6,6,1,0
3009,8,14.4625,8,1,0
3010,6,13.0,6,1,0
3011,3,14.0,6,1,0
3012,7,13.571428571428571,8,1,0
3013,6,13.5,6,1,1
3014,0,0.0,8,1,0
3015,8,14.627777777777778,8,1,0
3016,9,13.7,9,1,0
3017,8,14.533333333333331,8,1,0
3018,5,12.8,5,1,1
3019,5,11.333333333333334,6,1,0
3020,5,12.833333333333334,5,1,0
3021,8,14.71875,8,1,0
3022,4,12.25,6,1,0
3023,0,0.0,0,1,1
3024,0,0.0,0,1,1
3025,7,14.0,8,1,1
3026,6,12.571428571428571,6,1,0
3027,3,11.333333333333334,6,1,0
3028,7,14.0,7,1,1
3029,4,10.0,5,1,0
3030,11,11.909090909090908,14,1,0
3031,8,15.9,8,1,0
3032,8,12.205555555555556,8,1,1
3033,6,13.333333333333334,6,1,0
3034,5,11.857142857142858,5,1,0
3035,6,10.833333333333334,6,1,0
3036,0,0.0,8,0,0
3037,6,13.0,6,1,1
3038,6,13.833333333333334,6,1,0
3039,6,11.833333333333334,7,0,0
3040,6,13.142857142857142,6,1,1
3041,7,12.757142857142856,8,1,0
3042,5,13.6,6,0,0
3043,6,11.625,6,1,1
3044,6,12.833333333333334,6,1,1
3045,4,10.75,6,1,0
3046,4,10.25,5,1,0
3047,5,14.2,6,1,0
3048,5,13.6,5,1,1
3049,5,13.142857142857142,5,1,0
3051,3,10.857142857142858,5,1,0
3052,6,16.0,6,1,1
3053,3,13.0,5,1,1
3054,6,14.571428571428571,6,1,1
3055,2,13.0,5,0,0
3056,6,14.0,6,1,1
3057,0,0.0,6,1,0
3058,7,12.628571428571428,8,1,0
3059,7,14.232857142857142,8,1,1
3060,6,14.0,6,1,0
3061,0,0.0,6,1,0
3062,4,11.0,6,1,1
3063,6,13.0,6,0,1
3064,6,11.5,6,1,1
3065,0,0.0,6,1,0
3066,8,12.75,9,1,0
3068,5,12.5,7,1,1
3069,0,0.0,6,1,0
3070,4,10.571428571428571,6,1,1
3071,0,0.0,5,0,0
3072,5,12.0,6,0,0
3073,3,13.666666666666666,5,1,0
3074,9,12.22222222222222,14,0,0
3075,5,11.6,6,1,0
3076,3,13.666666666666666,5,1,0
3077,0,0.0,5,0,0
3078,4,12.25,5,1,0
3079,2,13.5,6,1,0
3080,5,14.166666666666666,5,1,0
3082,11,12.083333333333334,11,1,1
3083,0,0.0,6,0,0
3084,6,11.5,6,1,0
3085,4,12.0,5,1,0
3086,14,12.428571428571429,14,1,0
3087,4,12.0,5,1,0
3088,7,15.94285714285714,8,1,0
3089,0,0.0,5,1,0
3090,6,10.714285714285714,6,1,0
3091,5,12.833333333333334,6,1,1
3092,6,12.5,6,1,1
3094,0,0.0,6,1,1
3095,6,11.428571428571429,6,1,1
3096,6,12.333333333333334,6,1,1
3097,0,0.0,6,1,0
3098,6,11.666666666666666,6,1,0
3099,0,0.0,6,1,0
3100,8,13.32625,8,1,0
3101,5,12.8,5,1,0
3103,0,0.0,0,0,0
3104,6,12.428571428571429,6,1,0
3105,5,15.4,5,1,0
3106,8,12.32,8,1,1
3107,8,14.75625,8,1,0
3108,6,12.5,6,1,0
3109,5,15.4,5,1,1
3110,0,0.0,0,1,0
3111,8,15.366666666666667,8,1,0
3112,6,12.333333333333334,6,1,0
3113,5,12.375,6,1,0
3114,6,11.5,6,1,0
3115,6,13.333333333333334,6,1,1
3116,0,0.0,8,0,0
3117,6,13.333333333333334,6,1,0
3118,4,11.5,6,1,0
3119,3,13.333333333333334,5,1,0
3120,6,12.833333333333334,10,1,0
3121,8,11.55,8,1,1
3122,4,11.75,5,1,1
3123,6,14.65,7,1,0
3124,8,14.863636363636363,8,1,1
3125,13,12.071428571428571,13,1,0
3126,3,11.666666666666666,6,1,0
3127,5,15.4,5,1,0
3128,5,13.0,5,1,0
3129,6,12.833333333333334,6,1,1
3130,5,12.0,6,1,0
3131,7,12.785714285714286,8,1,1
3132,6,13.333333333333334,6,1,0
3133,8,13.8375,8,1,0
3134,5,13.2,8,1,0
3135,0,0.0,0,1,0
3136,4,11.75,5,1,0
3137,6,16.5,6,1,0
3138,6,15.0,6,1,0
3139,4,11.5,6,1,1
3140,6,14.285714285714286,6,1,0
3141,5,11.6,5,1,0
3142,0,0.0,5,1,0
3143,7,15.114285714285714,8,1,1
3144,6,14.285714285714286,6,1,1
3145,8,12.0,10,1,1
3146,6,11.333333333333334,6,1,1
3147,6,11.77142857142857,7,1,0
3148,4,10.75,5,1,0
3149,4,10.75,5,1,1
3150,2,13.0,5,1,0
3151,0,0.0,0,0,0
3153,11,15.0,11,1,0
3154,6,11.783333333333331,7,1,0
3155,3,11.333333333333334,5,1,0
3156,8,11.25,12,1,0
3157,2,10.0,5,1,0
3158,3,14.666666666666666,6,1,0
3159,2,11.333333333333334,6,1,1
3160,0,0.0,0,1,1
3161,5,11.8,6,1,1
3162,7,14.328571428571427,8,1,0
3163,6,16.333333333333332,6,1,1
3164,5,12.4,5,1,0
3165,4,13.25,5,1,1
3166,1,10.0,6,1,0
3167,3,10.5,5,1,0
3168,6,11.333333333333334,6,0,1
3169,4,10.868,8,1,1
3170,5,12.8,5,1,1
3171,4,10.75,6,0,0
3172,4,12.25,6,1,0
3173,6,12.157142857142857,7,1,1
3174,6,10.833333333333334,6,1,1
3175,0,0.0,7,1,0
3176,8,14.0,8,1,1
3177,6,13.0,6,1,1
3178,7,14.535714285714286,8,1,0
3179,5,11.2,7,1,1
3180,6,13.666666666666666,6,1,0
3181,3,12.666666666666666,6,1,0
3183,4,11.0,5,1,0
3184,5,13.666666666666666,6,1,1
3185,0,0.0,5,1,0
3186,0,0.0,5,0,1
3187,0,0.0,7,1,0
3188,0,0.0,5,1,0
3189,0,0.0,0,1,0
3190,0,0.0,6,0,0
3191,4,13.0,6,1,0
3192,3,11.0,5,1,0
3193,4,11.25,7,1,0
3194,9,12.555555555555555,10,1,0
3195,0,0.0,6,0,0
3196,5,12.142857142857142,6,1,0
3197,3,12.666666666666666,5,1,0
3198,0,0.0,6,1,0
3199,7,12.84142857142857,8,1,0
3200,0,0.0,5,1,0
3201,6,12.833333333333334,6,1,0
3202,3,12.0,6,1,0
3203,3,11.0,6,1,0
3204,0,0.0,6,1,0
3205,0,0.0,5,0,0
3206,5,13.333333333333334,5,1,0
3207,6,11.571428571428571,6,1,0
3208,5,11.0,6,0,0
3209,4,10.75,6,1,0
3210,6,15.571428571428571,6,1,0
3211,0,0.0,0,1,0
3212,6,12.166666666666666,6,1,1
3213,0,0.0,6,1,0
3214,6,15.166666666666666,6,1,0
3215,6,12.333333333333334,6,1,1
3216,2,10.0,6,0,0
3217,4,12.25,5,1,0
3218,7,11.571428571428571,11,1,0
3219,0,0.0,5,1,0
3220,0,0.0,5,1,0
3221,5,12.0,8,0,1
3222,6,14.714285714285714,6,1,1
3223,0,0.0,5,0,0
3224,4,12.25,5,1,0
3225,8,13.81375,8,1,0
3226,6,12.875,6,1,0
3227,4,12.2,6,1,0
3228,8,13.044444444444444,8,1,1
3229,6,13.116666666666667,8,1,0
3230,7,14.985714285714286,8,1,0
3231,4,11.5,5,1,0
3232,5,12.6,6,1,0
3233,0,0.0,6,1,0
3234,8,13.661,8,1,0
3235,8,14.2725,8,1,0
3236,5,12.6,5,1,0
3237,4,12.0,5,1,0
3238,8,13.9375,8,1,0
3239,6,12.5,6,1,1
3240,5,10.4,5,1,0
3241,11,12.272727272727272,13,1,0
3242,1,12.0,6,1,0
3243,8,14.11,8,1,1
3244,3,10.666666666666666,6,1,0
3245,6,12.0,6,0,0
3246,6,13.5,6,1,1
3247,6,13.5,6,1,1
3248,5,11.4,5,1,1
3249,6,14.0,6,1,0
3250,0,0.0,7,1,1
3251,4,11.0,5,1,1
3252,0,0.0,5,1,1
3253,1,13.0,6,1,1
3254,6,12.25,6,1,0
3255,4,11.25,5,1,0
3256,6,12.766666666666666,7,1,0
3257,6,12.666666666666666,6,1,0
3258,5,13.4,5,1,1
3259,6,14.316666666666668,7,1,0
3260,5,12.0,5,1,0
3261,5,12.6,5,1,1
3262,0,0.0,5,0,0
3263,5,13.8,5,1,1
3264,1,11.0,6,1,0
3265,6,12.333333333333334,6,1,1
3266,5,14.0,5,1,0
3267,5,11.8,5,1,1
3268,0,0.0,8,1,0
3269,5,11.6,7,1,0
3270,2,10.5,6,1,1
3271,7,11.714285714285714,7,1,1
3272,10,13.4,10,1,0
3273,6,12.0,7,1,0
3274,0,0.0,6,1,0
3275,7,11.142857142857142,10,1,0
3276,5,11.0,10,1,0
3277,5,14.4,5,1,1
3278,2,13.0,5,1,0
3279,6,11.5,6,1,1
3280,8,14.625,8,1,0
3281,8,12.875,8,0,0
3282,9,11.6,9,1,0
3283,6,10.833333333333334,6,1,1
3284,4,12.0,5,1,0
3285,5,13.8,5,1,0
3286,0,0.0,7,1,0
3287,3,10.166666666666666,6,0,0
3288,5,12.0,5,1,0
3289,13,11.615384615384617,13,1,0
3290,0,0.0,6,1,0
3291,0,0.0,6,0,0
3292,1,11.0,6,1,0
3293,7,13.68142857142857,8,1,0
3294,6,12.616666666666667,7,1,0
3295,4,11.25,6,1,0
3296,6,12.8,7,1,1
3297,5,11.566666666666668,7,0,0
3298,6,14.0,6,1,0
3299,0,0.0,8,0,0
3300,0,0.0,0,1,0
3301,8,14.3625,8,1,1
3302,8,13.31375,8,1,1
3303,5,14.6,5,1,1
3304,6,13.833333333333334,6,1,1
3305,6,13.0,6,1,0
3306,11,13.727272727272728,11,1,0
3307,7,12.428571428571429,11,1,0
3308,8,13.41625,8,1,1
3309,0,0.0,8,1,0
3310,5,13.0,6,1,1
3311,6,14.625,6,1,0
3312,6,10.166666666666666,6,1,0
3313,5,12.4,6,1,0
3314,0,0.0,5,0,0
3315,5,14.2,5,1,0
3316,2,14.0,5,0,0
3317,0,0.0,0,1,1
3318,1,10.0,6,0,0
3319,6,12.0,6,1,0
3320,3,13.0,6,1,1
3321,0,0.0,5,1,0
3322,0,0.0,5,1,0
3323,5,13.571428571428571,5,0,0
3324,0,0.0,0,1,0
3325,2,10.0,7,1,0
3326,8,12.0,10,1,0
3327,1,10.0,6,1,0
3328,2,11.0,5,1,1
3329,3,11.428571428571429,5,1,0
3330,6,11.571428571428571,6,1,1
3331,5,12.0,7,0,0
3332,2,11.5,5,0,0
3333,3,10.666666666666666,5,0,0
3334,5,11.8,6,1,0
3335,1,10.0,6,1,0
3336,0,0.0,6,0,0
3337,4,12.25,9,0,0
3338,3,11.333333333333334,5,1,0
3339,4,10.428571428571429,6,1,0
3340,0,0.0,6,0,0
3341,4,13.0,6,0,0
3342,6,12.666666666666666,6,1,1
3343,2,10.0,5,1,0
3344,3,11.666666666666666,7,0,0
3345,1,13.0,6,1,0
3346,0,0.0,7,1,0
3347,0,0.0,5,1,0
3348,5,11.6,6,1,0
3349,0,0.0,6,1,0
3350,6,11.666666666666666,6,1,0
3351,2,10.5,6,1,0
3352,2,11.0,6,1,0
3353,5,11.833333333333334,6,1,1
3354,8,15.3,8,1,1
3355,0,0.0,7,0,0
3356,3,12.6,5,1,0
3357,0,0.0,6,1,0
3358,0,0.0,8,1,0
3359,5,12.0,5,1,0
3360,5,13.125,6,0,0
3361,6,14.0,6,1,1
3362,5,11.4,5,1,1
3363,0,0.0,5,0,0
3364,4,10.5,6,1,0
3365,1,13.0,6,0,0
3366,3,12.0,5,1,0
3367,6,14.616666666666667,7,1,0
3368,7,14.06,8,1,1
3369,3,11.333333333333334,6,1,0
3370,0,0.0,5,1,0
3372,6,12.333333333333334,6,1,1
3373,5,11.833333333333334,5,1,1
3374,6,12.5,6,1,1
3375,6,12.857142857142858,6,1,0
3376,6,14.666666666666666,6,1,1
3377,7,12.857142857142858,7,1,1
3378,3,11.714285714285714,5,1,0
3379,6,13.9,7,1,0
3380,3,12.066666666666668,7,1,0
3381,11,12.545454545454543,14,1,0
3382,6,14.142857142857142,6,1,1
3383,0,0.0,5,1,0
3384,3,11.333333333333334,5,1,0
3385,6,10.714285714285714,6,1,1
3386,8,14.955555555555556,8,1,0
3387,6,11.8,6,1,0
3388,11,13.25,11,1,1
3389,5,12.4,6,1,1
3390,7,12.285714285714286,7,1,1
3391,8,12.88625,8,1,0
3392,6,12.666666666666666,6,1,1
3393,5,11.2,5,1,1
3394,3,14.5,5,1,0
3395,9,13.88888888888889,9,1,0
3396,4,13.25,5,1,0
3397,8,14.50125,8,1,1
3398,6,14.35,7,1,0
3399,6,12.333333333333334,6,1,1
3400,6,14.666666666666666,6,1,1
3401,5,13.6,6,1,0
3402,6,13.666666666666666,6,1,0
3403,8,14.02625,8,1,1
3404,4,11.25,5,1,0
3405,0,0.0,0,1,0
3406,5,11.8,6,1,0
3407,8,14.15375,8,1,1
3409,6,12.833333333333334,6,1,0
3410,4,14.0,6,1,0
3411,7,12.454285714285716,8,1,0
3412,0,0.0,5,1,0
3413,0,0.0,8,1,0
3414,7,12.94375,8,1,1
3415,6,14.775,8,1,0
3416,6,12.5,6,1,0
3417,0,0.0,6,1,0
3418,7,14.428571428571429,7,1,1
3419,6,14.0,6,1,1
3420,8,13.2575,8,1,1
3421,0,0.0,6,1,0
3422,2,11.5,6,0,1
3423,5,15.4,5,1,0
3424,0,0.0,5,1,0
3425,0,0.0,5,0,0
3426,2,11.0,5,1,0
3427,6,11.333333333333334,6,1,0
3428,6,14.333333333333334,6,1,0
3429,0,0.0,5,1,0
3430,6,14.166666666666666,6,1,1
3431,7,14.2,8,1,0
3432,6,14.666666666666666,6,1,1
3433,8,14.3875,8,1,0
3434,6,14.0,6,1,1
3435,6,13.0,6,1,0
3436,6,13.5,6,1,1
3437,9,10.333333333333334,12,1,0
3438,8,11.9625,8,1,0
3439,2,11.0,7,1,0
3440,7,12.814285714285717,7,1,0
3441,5,13.625,6,1,0
3442,5,12.4,6,1,0
3443,6,12.666666666666666,6,1,0
3445,7,13.0375,8,1,1
3446,6,14.666666666666666,6,1,0
3447,0,0.0,0,1,1
3448,6,13.0,6,1,1
3449,8,14.58888888888889,8,1,1
3450,5,12.125,5,1,0
3451,5,13.5,7,1,0
3452,7,11.571428571428571,8,1,0
3453,7,12.657142857142857,8,1,1
3454,1,10.0,5,0,0
3455,6,13.166666666666666,6,1,0
3456,11,13.0,11,1,0
3457,6,14.0,6,1,1
3458,6,12.142857142857142,6,1,0
3459,0,0.0,5,0,0
3460,6,12.9,7,1,1
3461,5,13.126,8,1,0
3462,3,11.666666666666666,9,1,0
3463,5,11.8,6,1,0
3464,6,13.428571428571429,6,1,0
3465,0,0.0,5,1,0
3466,2,11.5,4,1,0
3467,8,11.375,8,1,0
3468,4,10.25,5,1,0
3469,7,12.771428571428572,8,1,1
3470,7,13.79857142857143,8,1,1
3471,6,13.5,6,0,0
3472,0,0.0,5,0,0
3473,13,12.846153846153848,14,1,0
3474,0,0.0,5,1,0
3475,5,14.428571428571429,6,1,0
3476,13,14.538461538461538,13,1,1
3477,5,12.4,10,1,0
3478,1,10.0,6,1,0
3479,6,13.166666666666666,6,1,1
3480,8,12.93875,8,1,1
3481,0,0.0,0,1,0
3482,0,0.0,6,1,0
3483,5,12.88,7,0,0
3484,4,11.8125,7,0,0
3485,5,11.4,6,1,0
3486,7,13.0,8,1,0
3487,0,0.0,6,0,0
3488,3,12.333333333333334,5,1,0
3489,5,12.166666666666666,6,1,0
3490,0,0.0,0,1,0
3491,0,0.0,5,1,0
3492,1,10.0,5,1,0
3493,0,0.0,5,0,0
3494,4,10.75,5,1,1
3495,6,14.1,6,1,0
3496,3,10.8,5,0,0
3497,4,11.6,5,1,0
3498,6,13.5,6,1,1
3499,0,0.0,6,1,0
3500,5,13.6,5,1,1
3501,0,0.0,6,1,1
3502,6,13.0,6,0,0
3503,4,11.75,6,1,1
3504,5,13.0,6,1,1
3505,0,0.0,5,1,0
3506,0,0.0,6,0,0
3507,5,11.6,5,1,0
3508,4,12.25,5,1,1
3509,8,12.375,9,1,1
3510,8,12.805555555555555,8,1,1
3511,2,15.0,6,1,0
3512,0,0.0,0,1,0
3513,0,0.0,6,1,1
3514,4,11.25,5,1,0
3515,4,11.25,6,1,0
3516,0,0.0,0,1,0
3517,1,12.0,5,1,0
3519,6,11.5,10,1,0
3520,5,13.714285714285714,5,1,0
3521,12,11.25,17,1,0
3522,6,13.428571428571429,6,1,1
3523,3,10.333333333333334,5,1,0
3524,5,14.6,5,1,0
3525,6,13.5,6,1,0
3526,5,11.2,7,0,0
3527,6,12.2,7,1,0
3528,3,14.2,5,1,0
3529,7,13.475,8,1,0
3530,5,13.8,6,1,0
3531,9,13.11111111111111,10,1,0
3532,5,15.0,5,1,0
3533,0,0.0,6,0,0
3534,0,0.0,5,1,0
3535,9,11.333333333333334,13,1,0
3536,0,0.0,5,1,0
3537,0,0.0,5,0,0
3538,4,10.25,6,1,0
3539,6,12.166666666666666,6,1,0
3540,0,0.0,5,1,0
3541,2,13.0,6,0,0
3542,4,12.75,5,1,0
